per_idx,date,cat_idx,dt_idx,prefix,suffix,variable,geo_idx,geoID,is_adj1,is_adj,val
1,1/1/1963,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,17200
1,1/1/1963,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,9
1,1/1/1963,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,11
1,1/1/1963,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,22
1,1/1/1963,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,42
1,1/1/1963,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,591
1,1/1/1963,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,5.6
1,1/1/1963,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,4.7
1,1/1/1963,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,234
1,1/1/1963,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,235
2,2/1/1963,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,17700
2,2/1/1963,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,8
2,2/1/1963,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,10
2,2/1/1963,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,16
2,2/1/1963,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,35
2,2/1/1963,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,464
2,2/1/1963,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,6.8
2,2/1/1963,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,6.6
2,2/1/1963,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,236
2,2/1/1963,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,238
3,3/1/1963,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,18200
3,3/1/1963,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,13
3,3/1/1963,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,12
3,3/1/1963,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,18
3,3/1/1963,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,44
3,3/1/1963,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,461
3,3/1/1963,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,5.6
3,3/1/1963,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,6.4
3,3/1/1963,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,246
3,3/1/1963,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,242
4,4/1/1963,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,18200
4,4/1/1963,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,10
4,4/1/1963,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,15
4,4/1/1963,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,27
4,4/1/1963,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,52
4,4/1/1963,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,605
4,4/1/1963,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,4.9
4,4/1/1963,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.3
4,4/1/1963,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,254
4,4/1/1963,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,246
5,5/1/1963,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,17500
5,5/1/1963,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,14
5,5/1/1963,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,20
5,5/1/1963,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,24
5,5/1/1963,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,58
5,5/1/1963,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,586
5,5/1/1963,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,4.4
5,5/1/1963,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.1
5,5/1/1963,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,254
5,5/1/1963,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,248
6,6/1/1963,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,18000
6,6/1/1963,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,10
6,6/1/1963,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,16
6,6/1/1963,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,22
6,6/1/1963,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,48
6,6/1/1963,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,526
6,6/1/1963,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,5.3
6,6/1/1963,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,6
6,6/1/1963,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,256
6,6/1/1963,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,253
7,7/1/1963,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,18400
7,7/1/1963,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,14
7,7/1/1963,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,19
7,7/1/1963,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,29
7,7/1/1963,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,62
7,7/1/1963,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,665
7,7/1/1963,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,4.1
7,7/1/1963,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,4.6
7,7/1/1963,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,251
7,7/1/1963,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,254
8,8/1/1963,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,17800
8,8/1/1963,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,8
8,8/1/1963,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,21
8,8/1/1963,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,26
8,8/1/1963,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,56
8,8/1/1963,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,570
8,8/1/1963,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,4.6
8,8/1/1963,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.6
8,8/1/1963,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,258
8,8/1/1963,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,264
9,9/1/1963,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,17900
9,9/1/1963,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,9
9,9/1/1963,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,20
9,9/1/1963,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,20
9,9/1/1963,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,49
9,9/1/1963,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,590
9,9/1/1963,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,5.1
9,9/1/1963,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.4
9,9/1/1963,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,249
9,9/1/1963,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,257
10,10/1/1963,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,17600
10,10/1/1963,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,7
10,10/1/1963,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,17
10,10/1/1963,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,20
10,10/1/1963,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,44
10,10/1/1963,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,567
10,10/1/1963,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,6.1
10,10/1/1963,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.9
10,10/1/1963,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,269
10,10/1/1963,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,274
11,11/1/1963,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,18400
11,11/1/1963,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,6
11,11/1/1963,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,14
11,11/1/1963,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,19
11,11/1/1963,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,39
11,11/1/1963,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,579
11,11/1/1963,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,6.6
11,11/1/1963,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.5
11,11/1/1963,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,260
11,11/1/1963,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,258
12,12/1/1963,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,18700
12,12/1/1963,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,6
12,12/1/1963,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,11
12,12/1/1963,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,14
12,12/1/1963,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,31
12,12/1/1963,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,514
12,12/1/1963,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,8.5
12,12/1/1963,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,6.1
12,12/1/1963,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,265
12,12/1/1963,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,264
13,1/1/1964,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,17800
13,1/1/1964,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,8
13,1/1/1964,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,12
13,1/1/1964,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,19
13,1/1/1964,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,39
13,1/1/1964,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,549
13,1/1/1964,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,6.7
13,1/1/1964,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.8
13,1/1/1964,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,261
13,1/1/1964,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,261
14,2/1/1964,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,18000
14,2/1/1964,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,12
14,2/1/1964,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,15
14,2/1/1964,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,19
14,2/1/1964,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,46
14,2/1/1964,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,609
14,2/1/1964,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,5.6
14,2/1/1964,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.5
14,2/1/1964,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,259
14,2/1/1964,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,262
15,3/1/1964,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,19000
15,3/1/1964,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,12
15,3/1/1964,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,18
15,3/1/1964,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,23
15,3/1/1964,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,53
15,3/1/1964,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,562
15,3/1/1964,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,5.1
15,3/1/1964,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.8
15,3/1/1964,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,267
15,3/1/1964,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,263
16,4/1/1964,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,18800
16,4/1/1964,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,11
16,4/1/1964,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,16
16,4/1/1964,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,21
16,4/1/1964,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,49
16,4/1/1964,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,559
16,4/1/1964,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,5.5
16,4/1/1964,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,6
16,4/1/1964,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,269
16,4/1/1964,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,260
17,5/1/1964,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,19300
17,5/1/1964,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,12
17,5/1/1964,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,19
17,5/1/1964,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,21
17,5/1/1964,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,52
17,5/1/1964,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,523
17,5/1/1964,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,5.2
17,5/1/1964,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,6.2
17,5/1/1964,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,272
17,5/1/1964,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,266
18,6/1/1964,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,18800
18,6/1/1964,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,11
18,6/1/1964,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,18
18,6/1/1964,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,23
18,6/1/1964,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,53
18,6/1/1964,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,580
18,6/1/1964,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,5
18,6/1/1964,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.7
18,6/1/1964,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,267
18,6/1/1964,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,264
19,7/1/1964,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,19100
19,7/1/1964,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,10
19,7/1/1964,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,19
19,7/1/1964,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,25
19,7/1/1964,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,54
19,7/1/1964,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,575
19,7/1/1964,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,4.8
19,7/1/1964,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.5
19,7/1/1964,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,260
19,7/1/1964,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,263
20,8/1/1964,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,18900
20,8/1/1964,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,12
20,8/1/1964,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,19
20,8/1/1964,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,25
20,8/1/1964,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,56
20,8/1/1964,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,582
20,8/1/1964,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,4.5
20,8/1/1964,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.4
20,8/1/1964,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,253
20,8/1/1964,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,258
21,9/1/1964,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,18900
21,9/1/1964,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,10
21,9/1/1964,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,17
21,9/1/1964,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,22
21,9/1/1964,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,48
21,9/1/1964,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,590
21,9/1/1964,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,5.1
21,9/1/1964,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.4
21,9/1/1964,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,248
21,9/1/1964,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,256
22,10/1/1964,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,18900
22,10/1/1964,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,8
22,10/1/1964,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,16
22,10/1/1964,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,21
22,10/1/1964,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,45
22,10/1/1964,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,583
22,10/1/1964,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,5.5
22,10/1/1964,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.3
22,10/1/1964,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,249
22,10/1/1964,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,253
23,11/1/1964,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,19300
23,11/1/1964,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,8
23,11/1/1964,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,12
23,11/1/1964,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,18
23,11/1/1964,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,37
23,11/1/1964,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,548
23,11/1/1964,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,6.7
23,11/1/1964,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.6
23,11/1/1964,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,251
23,11/1/1964,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,249
24,12/1/1964,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,21000
24,12/1/1964,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,6
24,12/1/1964,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,11
24,12/1/1964,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,16
24,12/1/1964,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,33
24,12/1/1964,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,540
24,12/1/1964,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,7.6
24,12/1/1964,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.5
24,12/1/1964,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,250
24,12/1/1964,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,250
25,1/1/1965,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,20700
25,1/1/1965,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,9
25,1/1/1965,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,9
25,1/1/1965,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,19
25,1/1/1965,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,38
25,1/1/1965,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,533
25,1/1/1965,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,6.5
25,1/1/1965,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.6
25,1/1/1965,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,248
25,1/1/1965,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,248
26,2/1/1965,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,20400
26,2/1/1965,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,14
26,2/1/1965,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,11
26,2/1/1965,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,18
26,2/1/1965,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,44
26,2/1/1965,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,559
26,2/1/1965,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,5.6
26,2/1/1965,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.5
26,2/1/1965,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,248
26,2/1/1965,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,251
27,3/1/1965,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,19800
27,3/1/1965,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,16
27,3/1/1965,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,17
27,3/1/1965,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,21
27,3/1/1965,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,53
27,3/1/1965,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,556
27,3/1/1965,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,4.7
27,3/1/1965,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.4
27,3/1/1965,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,246
27,3/1/1965,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,243
28,4/1/1965,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,19900
28,4/1/1965,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,14
28,4/1/1965,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,16
28,4/1/1965,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,20
28,4/1/1965,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,49
28,4/1/1965,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,555
28,4/1/1965,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,5.1
28,4/1/1965,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.6
28,4/1/1965,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,250
28,4/1/1965,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,242
29,5/1/1965,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,19600
29,5/1/1965,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,11
29,5/1/1965,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,19
29,5/1/1965,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,24
29,5/1/1965,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,54
29,5/1/1965,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,544
29,5/1/1965,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,4.5
29,5/1/1965,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.3
29,5/1/1965,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,243
29,5/1/1965,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,238
30,6/1/1965,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,19800
30,6/1/1965,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,12
